,step_number,num_node_before_batching,num_edge_before_batching,num_graphs_before_batching,num_node_after_batching,num_edge_after_batching,num_graphs_after_batching
82,82,546,9252,31,576,9984,32
83,83,552,9480,31,576,9984,32
84,84,544,9786,29,576,9984,32
85,85,563,9854,31,576,9984,32
86,86,558,9734,31,576,9984,32
87,87,553,9896,30,576,9984,32
88,88,562,9926,31,576,9984,32
89,89,546,9236,31,576,9984,32
90,90,528,9736,28,576,9984,32
91,91,559,9774,31,576,9984,32
92,92,543,9278,31,576,9984,32
93,93,557,9880,31,576,9984,32
94,94,549,9426,31,576,9984,32
95,95,561,9838,31,576,9984,32
96,96,532,8938,31,576,9984,32
97,97,560,9850,31,576,9984,32
98,98,565,9968,31,576,9984,32
99,99,534,8856,31,576,9984,32
100,100,561,9832,31,576,9984,32
101,101,542,9510,31,576,9984,32
102,102,562,9808,31,576,9984,32
103,103,549,9852,30,576,9984,32
104,104,534,9952,28,576,9984,32
105,105,552,9792,30,576,9984,32
106,106,553,9514,31,576,9984,32
107,107,565,9918,31,576,9984,32
108,108,550,9466,31,576,9984,32
109,109,547,9570,31,576,9984,32
110,110,539,9008,31,576,9984,32
111,111,565,9974,31,576,9984,32
112,112,554,9594,31,576,9984,32
113,113,547,9374,31,576,9984,32
114,114,554,9820,30,576,9984,32
115,115,549,9670,30,576,9984,32
116,116,544,9784,29,576,9984,32
117,117,546,9742,30,576,9984,32
118,118,530,8708,31,576,9984,32
119,119,544,9314,31,576,9984,32
120,120,559,9790,31,576,9984,32
121,121,549,9760,30,576,9984,32
122,122,519,9704,27,576,9984,32
123,123,556,9646,31,576,9984,32
124,124,545,9328,31,576,9984,32
125,125,550,9824,30,576,9984,32
126,126,557,9594,31,576,9984,32
127,127,545,9954,29,576,9984,32
128,128,557,9858,31,576,9984,32
129,129,532,8758,31,576,9984,32
130,130,551,9628,31,576,9984,32
131,131,556,9670,31,576,9984,32
132,132,555,9640,31,576,9984,32
133,133,545,9542,30,576,9984,32
134,134,518,9664,27,576,9984,32
135,135,544,9272,31,576,9984,32
136,136,551,9442,31,576,9984,32
137,137,555,9910,30,576,9984,32
138,138,552,9484,31,576,9984,32
139,139,542,9768,29,576,9984,32
140,140,539,9918,29,576,9984,32
141,141,539,9202,31,576,9984,32
142,142,561,9962,31,576,9984,32
143,143,561,9856,31,576,9984,32
144,144,550,9402,31,576,9984,32
145,145,555,9732,31,576,9984,32
146,146,548,9760,30,576,9984,32
147,147,548,9462,31,576,9984,32
148,148,535,9900,28,576,9984,32
149,149,547,9276,31,576,9984,32
150,150,519,9618,27,576,9984,32
151,151,536,9970,28,576,9984,32
152,152,552,9822,30,576,9984,32
153,153,537,9716,29,576,9984,32
154,154,536,9680,29,576,9984,32
155,155,546,9352,31,576,9984,32
156,156,547,9642,30,576,9984,32
157,157,553,9578,31,576,9984,32
158,158,558,9786,31,576,9984,32
159,159,544,9684,30,576,9984,32
160,160,565,9958,31,576,9984,32
161,161,526,8682,31,576,9984,32
162,162,563,9868,31,576,9984,32
163,163,552,9920,30,576,9984,32
164,164,555,9698,31,576,9984,32
165,165,565,9896,31,576,9984,32
166,166,554,9548,31,576,9984,32
167,167,553,9494,31,576,9984,32
168,168,552,9508,31,576,9984,32
169,169,522,9752,27,576,9984,32
170,170,562,9816,31,576,9984,32
171,171,553,9592,31,576,9984,32
172,172,506,9856,25,576,9984,32
173,173,513,8150,31,576,9984,32
174,174,528,9794,28,576,9984,32
175,175,552,9648,31,576,9984,32
176,176,540,9154,31,576,9984,32
177,177,556,9576,31,576,9984,32
178,178,543,9854,29,576,9984,32
179,179,557,9656,31,576,9984,32
180,180,547,9626,30,576,9984,32
181,181,548,9940,29,576,9984,32
182,182,547,9370,31,576,9984,32
183,183,542,9832,29,576,9984,32
184,184,547,9298,31,576,9984,32
185,185,556,9858,30,576,9984,32
186,186,549,9788,30,576,9984,32
187,187,521,8464,31,576,9984,32
188,188,553,9856,30,576,9984,32
189,189,541,9084,31,576,9984,32
190,190,543,9576,30,576,9984,32
191,191,545,9398,31,576,9984,32
192,192,548,9400,31,576,9984,32
193,193,558,9830,31,576,9984,32
194,194,538,8994,31,576,9984,32
195,195,548,9746,30,576,9984,32
196,196,509,9752,26,576,9984,32
197,197,560,9804,31,576,9984,32
198,198,558,9622,31,576,9984,32
199,199,538,9074,31,576,9984,32
200,200,543,9080,31,576,9984,32
201,201,542,9216,31,576,9984,32
202,202,548,9386,31,576,9984,32
203,203,554,9636,31,576,9984,32
204,204,547,9612,30,576,9984,32
205,205,559,9732,31,576,9984,32
206,206,516,9930,26,576,9984,32
207,207,546,9302,31,576,9984,32
208,208,558,9818,31,576,9984,32
209,209,550,9826,30,576,9984,32
210,210,543,9222,31,576,9984,32
211,211,538,9876,29,576,9984,32
212,212,545,9864,29,576,9984,32
213,213,553,9546,31,576,9984,32
214,214,560,9864,31,576,9984,32
215,215,555,9938,30,576,9984,32
216,216,551,9784,30,576,9984,32
217,217,558,9954,30,576,9984,32
218,218,544,9964,29,576,9984,32
219,219,544,9824,29,576,9984,32
220,220,546,9974,29,576,9984,32
221,221,529,8688,31,576,9984,32
222,222,553,9590,31,576,9984,32
223,223,565,9970,31,576,9984,32
224,224,537,8998,31,576,9984,32
225,225,551,9734,30,576,9984,32
226,226,548,9452,31,576,9984,32
227,227,543,9824,29,576,9984,32
228,228,538,9004,31,576,9984,32
229,229,550,9792,30,576,9984,32
230,230,559,9772,31,576,9984,32
231,231,549,9528,31,576,9984,32
232,232,545,9250,31,576,9984,32
233,233,524,8610,31,576,9984,32
234,234,529,9660,28,576,9984,32
235,235,548,9712,30,576,9984,32
236,236,553,9608,31,576,9984,32
237,237,555,9652,31,576,9984,32
238,238,542,9892,29,576,9984,32
239,239,548,9310,31,576,9984,32
240,240,550,9512,31,576,9984,32
241,241,557,9766,31,576,9984,32
242,242,555,9586,31,576,9984,32
243,243,563,9872,31,576,9984,32
244,244,562,9968,31,576,9984,32
245,245,543,9750,29,576,9984,32
246,246,542,9860,29,576,9984,32
247,247,546,9284,31,576,9984,32
248,248,527,8638,31,576,9984,32
249,249,531,9756,28,576,9984,32
250,250,561,9840,31,576,9984,32
251,251,537,9726,29,576,9984,32
252,252,515,9928,26,576,9984,32
253,253,551,9528,31,576,9984,32
254,254,556,9928,30,576,9984,32
255,255,556,9960,30,576,9984,32
256,256,561,9920,31,576,9984,32
257,257,552,9556,31,576,9984,32
258,258,550,9576,31,576,9984,32
259,259,551,9452,31,576,9984,32
260,260,551,9568,31,576,9984,32
261,261,545,9226,31,576,9984,32
262,262,550,9776,30,576,9984,32
263,263,552,9826,30,576,9984,32
264,264,563,9850,31,576,9984,32
265,265,549,9392,31,576,9984,32
266,266,561,9858,31,576,9984,32
267,267,560,9718,31,576,9984,32
268,268,542,9868,29,576,9984,32
269,269,536,9662,29,576,9984,32
270,270,552,9980,30,576,9984,32
271,271,529,9612,28,576,9984,32
272,272,553,9540,31,576,9984,32
273,273,535,8990,31,576,9984,32
274,274,535,9504,29,576,9984,32
275,275,536,9806,29,576,9984,32
276,276,546,9936,29,576,9984,32
277,277,558,9706,31,576,9984,32
278,278,545,9242,31,576,9984,32
279,279,540,9760,29,576,9984,32
280,280,520,9848,27,576,9984,32
281,281,556,9692,31,576,9984,32
282,282,557,9648,31,576,9984,32
283,283,540,9776,29,576,9984,32
284,284,565,9920,31,576,9984,32
285,285,559,9744,31,576,9984,32
286,286,551,9478,31,576,9984,32
287,287,554,9484,31,576,9984,32
288,288,535,9872,28,576,9984,32
289,289,532,9578,29,576,9984,32
290,290,559,9782,31,576,9984,32
291,291,543,9226,31,576,9984,32
292,292,561,9790,31,576,9984,32
293,293,549,9754,30,576,9984,32
294,294,547,9310,31,576,9984,32
295,295,557,9812,31,576,9984,32
296,296,536,8954,31,576,9984,32
297,297,565,9894,31,576,9984,32
298,298,554,9550,31,576,9984,32
299,299,524,9548,28,576,9984,32
300,300,561,9860,31,576,9984,32
301,301,541,9878,29,576,9984,32
302,302,548,9426,31,576,9984,32
303,303,548,9732,30,576,9984,32
304,304,551,9496,31,576,9984,32
305,305,545,9666,30,576,9984,32
306,306,551,9488,31,576,9984,32
307,307,538,9024,31,576,9984,32
308,308,545,9726,30,576,9984,32
309,309,555,9668,31,576,9984,32
310,310,546,9280,31,576,9984,32
311,311,532,9744,28,576,9984,32
312,312,549,9886,30,576,9984,32
313,313,532,8812,31,576,9984,32
314,314,552,9884,30,576,9984,32
315,315,564,9954,31,576,9984,32
316,316,547,9424,31,576,9984,32
317,317,526,8682,31,576,9984,32
318,318,535,9692,29,576,9984,32
319,319,567,9980,31,576,9984,32
320,320,546,9228,31,576,9984,32
321,321,540,9754,29,576,9984,32
322,322,555,9688,31,576,9984,32
323,323,554,9940,30,576,9984,32
324,324,548,9384,31,576,9984,32
325,325,550,9860,30,576,9984,32
326,326,529,8900,31,576,9984,32
327,327,548,9416,31,576,9984,32
328,328,550,9336,31,576,9984,32
329,329,536,9714,29,576,9984,32
330,330,551,9576,31,576,9984,32
331,331,556,9974,30,576,9984,32
332,332,554,9668,31,576,9984,32
333,333,549,9648,30,576,9984,32
334,334,561,9774,31,576,9984,32
335,335,554,9946,30,576,9984,32
336,336,533,9898,28,576,9984,32
337,337,548,9666,30,576,9984,32
338,338,548,9394,31,576,9984,32
339,339,558,9694,31,576,9984,32
340,340,557,9674,31,576,9984,32
341,341,547,9362,31,576,9984,32
342,342,540,9672,29,576,9984,32
343,343,531,9758,28,576,9984,32
344,344,552,9490,31,576,9984,32
345,345,538,9102,31,576,9984,32
346,346,554,9590,31,576,9984,32
347,347,559,9838,31,576,9984,32
348,348,535,9694,29,576,9984,32
349,349,540,9152,31,576,9984,32
350,350,564,9950,31,576,9984,32
351,351,560,9726,31,576,9984,32
352,352,539,9892,29,576,9984,32
353,353,544,9188,31,576,9984,32
354,354,549,9582,31,576,9984,32
355,355,534,8900,31,576,9984,32
356,356,546,9654,30,576,9984,32
357,357,549,9810,30,576,9984,32
358,358,546,9408,31,576,9984,32
359,359,532,9824,28,576,9984,32
360,360,541,9122,31,576,9984,32
361,361,540,9732,29,576,9984,32
362,362,556,9908,30,576,9984,32
363,363,557,9962,30,576,9984,32
364,364,541,9108,31,576,9984,32
365,365,565,9932,31,576,9984,32
366,366,552,9618,31,576,9984,32
367,367,555,9548,31,576,9984,32
368,368,552,9510,31,576,9984,32
369,369,536,9114,31,576,9984,32
370,370,556,9608,31,576,9984,32
371,371,559,9746,31,576,9984,32
372,372,547,9710,30,576,9984,32
373,373,543,9576,30,576,9984,32
374,374,560,9960,31,576,9984,32
375,375,548,9522,31,576,9984,32
376,376,523,8566,31,576,9984,32
377,377,558,9818,31,576,9984,32
378,378,552,9876,30,576,9984,32
379,379,544,9384,31,576,9984,32
380,380,543,9200,31,576,9984,32
381,381,554,9606,31,576,9984,32
382,382,541,9844,29,576,9984,32
383,383,536,8888,31,576,9984,32
384,384,522,8628,31,576,9984,32
385,385,537,8946,31,576,9984,32
386,386,550,9792,30,576,9984,32
387,387,550,9832,30,576,9984,32
388,388,534,9782,28,576,9984,32
389,389,553,9484,31,576,9984,32
390,390,561,9878,31,576,9984,32
391,391,541,9220,31,576,9984,32
392,392,561,9826,31,576,9984,32
393,393,562,9814,31,576,9984,32
394,394,556,9774,31,576,9984,32
395,395,552,9818,30,576,9984,32
396,396,521,8550,31,576,9984,32
397,397,555,9566,31,576,9984,32
398,398,537,9084,31,576,9984,32
399,399,555,9810,31,576,9984,32
400,400,542,9200,31,576,9984,32
401,401,552,9942,30,576,9984,32
402,402,541,9856,29,576,9984,32
403,403,564,9932,31,576,9984,32
404,404,554,9710,31,576,9984,32
405,405,547,9388,31,576,9984,32
406,406,550,9590,31,576,9984,32
407,407,529,9662,28,576,9984,32
408,408,553,9552,31,576,9984,32
409,409,554,9916,30,576,9984,32
410,410,517,8236,31,576,9984,32
411,411,524,9568,28,576,9984,32
412,412,559,9886,31,576,9984,32
413,413,541,9672,29,576,9984,32
414,414,538,9010,31,576,9984,32
415,415,549,9776,30,576,9984,32
416,416,545,9962,29,576,9984,32
417,417,529,8880,31,576,9984,32
418,418,545,9266,31,576,9984,32
419,419,553,9596,31,576,9984,32
420,420,551,9468,31,576,9984,32
421,421,552,9592,31,576,9984,32
422,422,550,9474,31,576,9984,32
423,423,536,9952,28,576,9984,32
424,424,528,8684,31,576,9984,32
425,425,551,9876,30,576,9984,32
426,426,539,9040,31,576,9984,32
427,427,531,9860,28,576,9984,32
428,428,538,9076,31,576,9984,32
429,429,551,9494,31,576,9984,32
430,430,533,8914,31,576,9984,32
431,431,557,9626,31,576,9984,32
432,432,556,9748,31,576,9984,32
433,433,546,9682,30,576,9984,32
434,434,563,9852,31,576,9984,32
435,435,543,9604,30,576,9984,32
436,436,540,9788,29,576,9984,32
437,437,549,9652,30,576,9984,32
438,438,535,8892,31,576,9984,32
439,439,557,9730,31,576,9984,32
440,440,538,9772,29,576,9984,32
441,441,548,9746,30,576,9984,32
442,442,541,9678,29,576,9984,32
443,443,544,9852,29,576,9984,32
444,444,536,9896,28,576,9984,32
445,445,553,9480,31,576,9984,32
446,446,563,9844,31,576,9984,32
447,447,524,8548,31,576,9984,32
448,448,535,8856,31,576,9984,32
449,449,551,9520,31,576,9984,32
450,450,547,9334,31,576,9984,32
451,451,536,8898,31,576,9984,32
452,452,525,9962,27,576,9984,32
453,453,547,9700,30,576,9984,32
454,454,536,8984,31,576,9984,32
455,455,550,9840,30,576,9984,32
456,456,553,9614,31,576,9984,32
457,457,562,9872,31,576,9984,32
458,458,535,8948,31,576,9984,32
459,459,535,8928,31,576,9984,32
460,460,522,9520,28,576,9984,32
461,461,547,9680,30,576,9984,32
462,462,538,9732,29,576,9984,32
463,463,555,9560,31,576,9984,32
464,464,531,8786,31,576,9984,32
465,465,541,9846,29,576,9984,32
466,466,541,9152,31,576,9984,32
467,467,549,9724,30,576,9984,32
468,468,558,9764,31,576,9984,32
469,469,547,9404,31,576,9984,32
470,470,540,9712,29,576,9984,32
471,471,546,9946,29,576,9984,32
472,472,522,9778,27,576,9984,32
473,473,559,9690,31,576,9984,32
474,474,530,8682,31,576,9984,32
475,475,540,9144,31,576,9984,32
476,476,542,9798,29,576,9984,32
477,477,547,9348,31,576,9984,32
478,478,560,9820,31,576,9984,32
479,479,546,9226,31,576,9984,32
480,480,533,8844,31,576,9984,32
481,481,559,9956,31,576,9984,32
482,482,535,9068,31,576,9984,32
483,483,550,9892,30,576,9984,32
484,484,553,9588,31,576,9984,32
485,485,560,9750,31,576,9984,32
486,486,541,9096,31,576,9984,32
487,487,553,9858,30,576,9984,32
488,488,527,8674,31,576,9984,32
489,489,546,9360,31,576,9984,32
490,490,550,9422,31,576,9984,32
491,491,550,9838,30,576,9984,32
492,492,560,9912,31,576,9984,32
493,493,549,9858,30,576,9984,32
494,494,556,9714,31,576,9984,32
495,495,556,9626,31,576,9984,32
496,496,548,9664,30,576,9984,32
497,497,533,9656,29,576,9984,32
498,498,564,9972,31,576,9984,32
499,499,548,9802,30,576,9984,32
500,500,538,9122,31,576,9984,32
501,501,554,9664,31,576,9984,32
502,502,531,8814,31,576,9984,32
503,503,539,8972,31,576,9984,32
504,504,549,9474,31,576,9984,32
505,505,539,9656,29,576,9984,32
506,506,542,9738,29,576,9984,32
507,507,547,9416,31,576,9984,32
508,508,552,9812,30,576,9984,32
509,509,523,9804,27,576,9984,32
510,510,549,9334,31,576,9984,32
511,511,544,9236,31,576,9984,32
512,512,554,9856,30,576,9984,32
513,513,539,9068,31,576,9984,32
514,514,551,9864,30,576,9984,32
515,515,556,9672,31,576,9984,32
516,516,541,9102,31,576,9984,32
517,517,559,9802,31,576,9984,32
518,518,563,9912,31,576,9984,32
519,519,548,9306,31,576,9984,32
520,520,521,9826,27,576,9984,32
521,521,540,9064,31,576,9984,32
522,522,548,9684,30,576,9984,32
523,523,550,9754,30,576,9984,32
524,524,561,9860,31,576,9984,32
525,525,537,9650,29,576,9984,32
526,526,552,9876,30,576,9984,32
527,527,561,9740,31,576,9984,32
528,528,551,9574,31,576,9984,32
529,529,556,9742,31,576,9984,32
530,530,553,9658,31,576,9984,32
531,531,554,9600,31,576,9984,32
532,532,542,9238,31,576,9984,32
533,533,554,9926,30,576,9984,32
534,534,557,9948,30,576,9984,32
535,535,550,9450,31,576,9984,32
536,536,565,9950,31,576,9984,32
537,537,546,9288,31,576,9984,32
538,538,563,9868,31,576,9984,32
539,539,552,9520,31,576,9984,32
540,540,527,8684,31,576,9984,32
541,541,557,9694,31,576,9984,32
542,542,533,8876,31,576,9984,32
543,543,561,9820,31,576,9984,32
544,544,546,9242,31,576,9984,32
545,545,551,9772,30,576,9984,32
546,546,545,9190,31,576,9984,32
547,547,556,9644,31,576,9984,32
548,548,521,9472,28,576,9984,32
549,549,547,9724,30,576,9984,32
550,550,546,9584,30,576,9984,32
551,551,519,9698,27,576,9984,32
552,552,555,9666,31,576,9984,32
553,553,539,9690,29,576,9984,32
554,554,556,9732,31,576,9984,32
555,555,562,9768,31,576,9984,32
556,556,556,9700,31,576,9984,32
557,557,564,9846,31,576,9984,32
558,558,534,9652,29,576,9984,32
559,559,551,9488,31,576,9984,32
560,560,541,9778,29,576,9984,32
561,561,554,9574,31,576,9984,32
562,562,541,9130,31,576,9984,32
563,563,533,8896,31,576,9984,32
564,564,524,8750,31,576,9984,32
565,565,525,8604,31,576,9984,32
566,566,543,9754,29,576,9984,32
567,567,557,9708,31,576,9984,32
568,568,520,9764,27,576,9984,32
569,569,551,9660,31,576,9984,32
570,570,553,9788,30,576,9984,32
571,571,549,9838,30,576,9984,32
572,572,551,9534,31,576,9984,32
573,573,550,9858,30,576,9984,32
574,574,535,9880,28,576,9984,32
575,575,541,9850,29,576,9984,32
576,576,529,8752,31,576,9984,32
577,577,550,9420,31,576,9984,32
578,578,544,9576,30,576,9984,32
579,579,554,9544,31,576,9984,32
580,580,562,9920,31,576,9984,32
581,581,545,9256,31,576,9984,32
582,582,542,9254,31,576,9984,32
583,583,545,9300,31,576,9984,32
584,584,557,9750,31,576,9984,32
585,585,562,9820,31,576,9984,32
586,586,567,9936,31,576,9984,32
587,587,538,9668,29,576,9984,32
588,588,536,9962,28,576,9984,32
589,589,552,9678,31,576,9984,32
590,590,548,9334,31,576,9984,32
591,591,554,9612,31,576,9984,32
592,592,551,9778,30,576,9984,32
593,593,559,9794,31,576,9984,32
594,594,537,8952,31,576,9984,32
595,595,552,9532,31,576,9984,32
596,596,537,9028,31,576,9984,32
597,597,548,9510,31,576,9984,32
598,598,545,9562,30,576,9984,32
599,599,554,9958,30,576,9984,32
600,600,545,9156,31,576,9984,32
601,601,539,9024,31,576,9984,32
602,602,557,9690,31,576,9984,32
603,603,557,9686,31,576,9984,32
604,604,553,9972,30,576,9984,32
605,605,544,9676,30,576,9984,32
606,606,549,9344,31,576,9984,32
607,607,552,9540,31,576,9984,32
608,608,553,9448,31,576,9984,32
609,609,558,9818,31,576,9984,32
610,610,538,9076,31,576,9984,32
611,611,554,9554,31,576,9984,32
612,612,541,9896,29,576,9984,32
613,613,549,9436,31,576,9984,32
614,614,547,9462,31,576,9984,32
615,615,540,9830,29,576,9984,32
616,616,563,9876,31,576,9984,32
617,617,549,9688,30,576,9984,32
618,618,528,9694,28,576,9984,32
619,619,536,9708,29,576,9984,32
620,620,553,9566,31,576,9984,32
621,621,558,9708,31,576,9984,32
622,622,534,9758,29,576,9984,32
623,623,537,9042,31,576,9984,32
624,624,526,8684,31,576,9984,32
625,625,533,9818,28,576,9984,32
626,626,547,9324,31,576,9984,32
627,627,546,9312,31,576,9984,32
628,628,540,9812,29,576,9984,32
629,629,559,9758,31,576,9984,32
630,630,557,9812,31,576,9984,32
631,631,545,9304,31,576,9984,32
632,632,543,9288,31,576,9984,32
633,633,553,9796,30,576,9984,32
634,634,521,8510,31,576,9984,32
635,635,543,9848,29,576,9984,32
636,636,549,9506,31,576,9984,32
637,637,550,9470,31,576,9984,32
638,638,554,9906,30,576,9984,32
639,639,552,9638,31,576,9984,32
640,640,550,9698,30,576,9984,32
641,641,541,9800,29,576,9984,32
642,642,530,9764,28,576,9984,32
643,643,538,9054,31,576,9984,32
644,644,551,9630,31,576,9984,32
645,645,547,9812,30,576,9984,32
646,646,542,9226,31,576,9984,32
647,647,563,9914,31,576,9984,32
648,648,558,9822,31,576,9984,32
649,649,558,9618,31,576,9984,32
650,650,518,8374,31,576,9984,32
651,651,553,9614,31,576,9984,32
652,652,554,9900,30,576,9984,32
653,653,531,8834,31,576,9984,32
654,654,555,9920,30,576,9984,32
655,655,556,9628,31,576,9984,32
656,656,556,9956,30,576,9984,32
657,657,557,9618,31,576,9984,32
658,658,548,9290,31,576,9984,32
659,659,558,9736,31,576,9984,32
660,660,546,9460,31,576,9984,32
661,661,550,9474,31,576,9984,32
662,662,563,9860,31,576,9984,32
663,663,549,9802,30,576,9984,32
664,664,562,9836,31,576,9984,32
665,665,541,9136,31,576,9984,32
666,666,560,9868,31,576,9984,32
667,667,549,9530,31,576,9984,32
668,668,531,9796,28,576,9984,32
669,669,550,9464,31,576,9984,32
670,670,551,9370,31,576,9984,32
671,671,539,9154,31,576,9984,32
672,672,543,9830,29,576,9984,32
673,673,534,9538,29,576,9984,32
674,674,550,9748,30,576,9984,32
675,675,547,9812,30,576,9984,32
676,676,550,9358,31,576,9984,32
677,677,539,9912,29,576,9984,32
678,678,561,9830,31,576,9984,32
679,679,545,9634,30,576,9984,32
680,680,556,9768,31,576,9984,32
681,681,550,9512,31,576,9984,32
682,682,547,9970,29,576,9984,32
683,683,561,9944,31,576,9984,32
684,684,562,9874,31,576,9984,32
685,685,550,9710,30,576,9984,32
686,686,527,9794,28,576,9984,32
687,687,551,9462,31,576,9984,32
688,688,546,9344,31,576,9984,32
689,689,547,9280,31,576,9984,32
690,690,518,9680,27,576,9984,32
691,691,562,9832,31,576,9984,32
692,692,544,9744,30,576,9984,32
693,693,550,9454,31,576,9984,32
694,694,554,9866,30,576,9984,32
695,695,550,9492,31,576,9984,32
696,696,552,9616,31,576,9984,32
697,697,556,9704,31,576,9984,32
698,698,521,8630,31,576,9984,32
699,699,562,9972,31,576,9984,32
700,700,551,9546,31,576,9984,32
701,701,557,9690,31,576,9984,32
702,702,544,9284,31,576,9984,32
703,703,541,9054,31,576,9984,32
704,704,525,9936,27,576,9984,32
705,705,557,9894,30,576,9984,32
706,706,551,9862,30,576,9984,32
707,707,558,9786,31,576,9984,32
708,708,556,9740,31,576,9984,32
709,709,532,8858,31,576,9984,32
710,710,541,9704,29,576,9984,32
711,711,548,9400,31,576,9984,32
712,712,556,9608,31,576,9984,32
713,713,553,9534,31,576,9984,32
714,714,537,9066,31,576,9984,32
715,715,538,9118,31,576,9984,32
716,716,535,8820,31,576,9984,32
717,717,539,9834,29,576,9984,32
718,718,562,9846,31,576,9984,32
719,719,532,8864,31,576,9984,32
720,720,549,9382,31,576,9984,32
721,721,539,9936,29,576,9984,32
722,722,544,9356,31,576,9984,32
723,723,562,9898,31,576,9984,32
724,724,549,9416,31,576,9984,32
725,725,551,9842,30,576,9984,32
726,726,536,9692,29,576,9984,32
727,727,551,9864,30,576,9984,32
728,728,556,9658,31,576,9984,32
729,729,530,8728,31,576,9984,32
730,730,557,9642,31,576,9984,32
731,731,554,9674,31,576,9984,32
732,732,562,9850,31,576,9984,32
733,733,550,9440,31,576,9984,32
734,734,555,9670,31,576,9984,32
735,735,558,9706,31,576,9984,32
736,736,523,8556,31,576,9984,32
737,737,549,9740,30,576,9984,32
738,738,546,9304,31,576,9984,32
739,739,524,9556,28,576,9984,32
740,740,546,9662,30,576,9984,32
741,741,553,9906,30,576,9984,32
742,742,546,9636,30,576,9984,32
743,743,541,9878,29,576,9984,32
744,744,552,9544,31,576,9984,32
745,745,536,8960,31,576,9984,32
746,746,548,9394,31,576,9984,32
747,747,542,9854,29,576,9984,32
748,748,561,9750,31,576,9984,32
749,749,552,9830,30,576,9984,32
750,750,555,9642,31,576,9984,32
751,751,550,9524,31,576,9984,32
752,752,532,8828,31,576,9984,32
753,753,555,9934,30,576,9984,32
754,754,566,9968,31,576,9984,32
755,755,556,9900,30,576,9984,32
756,756,543,9914,29,576,9984,32
757,757,550,9524,31,576,9984,32
758,758,527,8694,31,576,9984,32
759,759,555,9918,30,576,9984,32
760,760,563,9932,31,576,9984,32
761,761,558,9788,31,576,9984,32
762,762,540,9070,31,576,9984,32
763,763,565,9972,31,576,9984,32
764,764,553,9572,31,576,9984,32
765,765,554,9638,31,576,9984,32
766,766,564,9976,31,576,9984,32
767,767,543,9274,31,576,9984,32
768,768,540,9776,29,576,9984,32
769,769,502,9402,26,576,9984,32
