,step_number,num_node_before_batching,num_edge_before_batching,num_graphs_before_batching,num_node_after_batching,num_edge_after_batching,num_graphs_after_batching
96,96,559,9804,31,1024,16384,32
97,97,534,9190,31,1024,16384,32
98,98,558,9766,31,1024,16384,32
99,99,594,11158,31,1024,16384,32
100,100,584,10614,31,1024,16384,32
101,101,554,9554,31,1024,16384,32
102,102,554,9530,31,1024,16384,32
103,103,547,9338,31,1024,16384,32
104,104,562,10058,31,1024,16384,32
105,105,540,9078,31,1024,16384,32
106,106,567,9972,31,1024,16384,32
107,107,557,9732,31,1024,16384,32
108,108,546,9340,31,1024,16384,32
109,109,571,10092,31,1024,16384,32
110,110,569,10050,31,1024,16384,32
111,111,586,10688,31,1024,16384,32
112,112,552,9578,31,1024,16384,32
113,113,542,9132,31,1024,16384,32
114,114,541,9188,31,1024,16384,32
115,115,566,10068,31,1024,16384,32
116,116,583,10760,31,1024,16384,32
117,117,563,9822,31,1024,16384,32
118,118,555,9706,31,1024,16384,32
119,119,543,9260,31,1024,16384,32
120,120,565,9918,31,1024,16384,32
121,121,585,10726,31,1024,16384,32
122,122,550,9598,31,1024,16384,32
123,123,540,9054,31,1024,16384,32
124,124,555,9762,31,1024,16384,32
125,125,559,9768,31,1024,16384,32
126,126,551,9508,31,1024,16384,32
127,127,568,10048,31,1024,16384,32
128,128,572,10218,31,1024,16384,32
129,129,545,9302,31,1024,16384,32
130,130,555,9636,31,1024,16384,32
131,131,568,9972,31,1024,16384,32
132,132,564,9980,31,1024,16384,32
133,133,598,11064,31,1024,16384,32
134,134,521,8726,31,1024,16384,32
135,135,559,9890,31,1024,16384,32
136,136,570,10230,31,1024,16384,32
137,137,554,9576,31,1024,16384,32
138,138,548,9374,31,1024,16384,32
139,139,560,9968,31,1024,16384,32
140,140,538,9120,31,1024,16384,32
141,141,591,10924,31,1024,16384,32
142,142,550,9378,31,1024,16384,32
143,143,590,10816,31,1024,16384,32
144,144,584,10724,31,1024,16384,32
145,145,574,10264,31,1024,16384,32
146,146,582,10648,31,1024,16384,32
147,147,553,9666,31,1024,16384,32
148,148,563,9910,31,1024,16384,32
149,149,563,9850,31,1024,16384,32
150,150,538,9086,31,1024,16384,32
151,151,576,10492,31,1024,16384,32
152,152,555,9638,31,1024,16384,32
153,153,551,9470,31,1024,16384,32
154,154,547,9434,31,1024,16384,32
155,155,569,10184,31,1024,16384,32
156,156,558,9784,31,1024,16384,32
157,157,563,9848,31,1024,16384,32
158,158,557,9658,31,1024,16384,32
159,159,555,9564,31,1024,16384,32
160,160,552,9508,31,1024,16384,32
161,161,602,11304,31,1024,16384,32
162,162,554,9494,31,1024,16384,32
163,163,561,9884,31,1024,16384,32
164,164,570,10212,31,1024,16384,32
165,165,541,9254,31,1024,16384,32
166,166,584,10822,31,1024,16384,32
167,167,547,9386,31,1024,16384,32
168,168,539,9038,31,1024,16384,32
169,169,582,10554,31,1024,16384,32
170,170,551,9450,31,1024,16384,32
171,171,567,10026,31,1024,16384,32
172,172,587,10660,31,1024,16384,32
173,173,547,9370,31,1024,16384,32
174,174,580,10512,31,1024,16384,32
175,175,552,9478,31,1024,16384,32
176,176,569,10054,31,1024,16384,32
177,177,558,9756,31,1024,16384,32
178,178,534,8940,31,1024,16384,32
179,179,562,9842,31,1024,16384,32
180,180,546,9230,31,1024,16384,32
181,181,552,9664,31,1024,16384,32
182,182,549,9496,31,1024,16384,32
183,183,578,10424,31,1024,16384,32
184,184,529,8768,31,1024,16384,32
185,185,556,9674,31,1024,16384,32
186,186,591,10938,31,1024,16384,32
187,187,582,10644,31,1024,16384,32
188,188,564,9812,31,1024,16384,32
189,189,535,8984,31,1024,16384,32
190,190,543,9080,31,1024,16384,32
191,191,541,9182,31,1024,16384,32
192,192,548,9386,31,1024,16384,32
193,193,550,9504,31,1024,16384,32
194,194,571,10124,31,1024,16384,32
195,195,571,10210,31,1024,16384,32
196,196,577,10510,31,1024,16384,32
197,197,563,9882,31,1024,16384,32
198,198,564,9986,31,1024,16384,32
199,199,556,9720,31,1024,16384,32
200,200,545,9370,31,1024,16384,32
201,201,588,10890,31,1024,16384,32
202,202,573,10282,31,1024,16384,32
203,203,545,9316,31,1024,16384,32
204,204,586,10704,31,1024,16384,32
205,205,559,9768,31,1024,16384,32
206,206,578,10338,31,1024,16384,32
207,207,579,10542,31,1024,16384,32
208,208,594,11008,31,1024,16384,32
209,209,564,9902,31,1024,16384,32
210,210,534,8876,31,1024,16384,32
211,211,559,9822,31,1024,16384,32
212,212,543,9224,31,1024,16384,32
213,213,546,9250,31,1024,16384,32
214,214,574,10322,31,1024,16384,32
215,215,544,9226,31,1024,16384,32
216,216,576,10346,31,1024,16384,32
217,217,542,9218,31,1024,16384,32
218,218,557,9662,31,1024,16384,32
219,219,558,9828,31,1024,16384,32
220,220,544,9270,31,1024,16384,32
221,221,532,8862,31,1024,16384,32
222,222,577,10438,31,1024,16384,32
223,223,568,10082,31,1024,16384,32
224,224,545,9340,31,1024,16384,32
225,225,559,9784,31,1024,16384,32
226,226,577,10470,31,1024,16384,32
227,227,546,9256,31,1024,16384,32
228,228,555,9704,31,1024,16384,32
229,229,553,9616,31,1024,16384,32
230,230,554,9560,31,1024,16384,32
231,231,558,9670,31,1024,16384,32
232,232,573,10324,31,1024,16384,32
233,233,588,10762,31,1024,16384,32
234,234,571,10122,31,1024,16384,32
235,235,525,8626,31,1024,16384,32
236,236,572,10220,31,1024,16384,32
237,237,567,10056,31,1024,16384,32
238,238,562,9934,31,1024,16384,32
239,239,609,11642,31,1024,16384,32
240,240,560,9834,31,1024,16384,32
241,241,575,10270,31,1024,16384,32
242,242,568,10078,31,1024,16384,32
243,243,576,10394,31,1024,16384,32
244,244,536,9050,31,1024,16384,32
245,245,568,10152,31,1024,16384,32
246,246,544,9214,31,1024,16384,32
247,247,552,9590,31,1024,16384,32
248,248,557,9698,31,1024,16384,32
249,249,559,9690,31,1024,16384,32
250,250,575,10310,31,1024,16384,32
251,251,562,9854,31,1024,16384,32
252,252,551,9520,31,1024,16384,32
253,253,558,9688,31,1024,16384,32
254,254,564,9904,31,1024,16384,32
255,255,579,10568,31,1024,16384,32
256,256,567,10136,31,1024,16384,32
257,257,601,11246,31,1024,16384,32
258,258,545,9264,31,1024,16384,32
259,259,537,9056,31,1024,16384,32
260,260,583,10610,31,1024,16384,32
261,261,561,9992,31,1024,16384,32
262,262,580,10512,31,1024,16384,32
263,263,555,9564,31,1024,16384,32
264,264,556,9646,31,1024,16384,32
265,265,607,11634,31,1024,16384,32
266,266,564,9920,31,1024,16384,32
267,267,550,9536,31,1024,16384,32
268,268,562,9892,31,1024,16384,32
269,269,559,9700,31,1024,16384,32
270,270,576,10364,31,1024,16384,32
271,271,543,9170,31,1024,16384,32
272,272,558,9654,31,1024,16384,32
273,273,586,10666,31,1024,16384,32
274,274,568,10208,31,1024,16384,32
275,275,557,9698,31,1024,16384,32
276,276,545,9300,31,1024,16384,32
277,277,559,9728,31,1024,16384,32
278,278,566,10008,31,1024,16384,32
279,279,545,9244,31,1024,16384,32
280,280,552,9674,31,1024,16384,32
281,281,549,9376,31,1024,16384,32
282,282,569,10026,31,1024,16384,32
283,283,565,9968,31,1024,16384,32
284,284,557,9726,31,1024,16384,32
285,285,563,9934,31,1024,16384,32
286,286,569,10160,31,1024,16384,32
287,287,544,9210,31,1024,16384,32
288,288,562,9972,31,1024,16384,32
289,289,558,9776,31,1024,16384,32
290,290,545,9278,31,1024,16384,32
291,291,543,9214,31,1024,16384,32
292,292,559,9910,31,1024,16384,32
293,293,558,9770,31,1024,16384,32
294,294,546,9280,31,1024,16384,32
295,295,587,10782,31,1024,16384,32
296,296,548,9516,31,1024,16384,32
297,297,564,9906,31,1024,16384,32
298,298,559,9790,31,1024,16384,32
299,299,563,9912,31,1024,16384,32
300,300,526,8732,31,1024,16384,32
301,301,560,9954,31,1024,16384,32
302,302,565,9972,31,1024,16384,32
303,303,544,9226,31,1024,16384,32
304,304,575,10244,31,1024,16384,32
305,305,558,9836,31,1024,16384,32
306,306,567,10052,31,1024,16384,32
307,307,561,9790,31,1024,16384,32
308,308,576,10494,31,1024,16384,32
309,309,519,8554,31,1024,16384,32
310,310,550,9478,31,1024,16384,32
311,311,551,9398,31,1024,16384,32
312,312,568,10196,31,1024,16384,32
313,313,550,9534,31,1024,16384,32
314,314,572,10218,31,1024,16384,32
315,315,553,9646,31,1024,16384,32
316,316,577,10316,31,1024,16384,32
317,317,551,9394,31,1024,16384,32
318,318,587,10842,31,1024,16384,32
319,319,576,10400,31,1024,16384,32
320,320,558,9782,31,1024,16384,32
321,321,565,9878,31,1024,16384,32
322,322,550,9456,31,1024,16384,32
323,323,564,9936,31,1024,16384,32
324,324,545,9212,31,1024,16384,32
325,325,590,10874,31,1024,16384,32
326,326,560,9828,31,1024,16384,32
327,327,545,9342,31,1024,16384,32
328,328,543,9210,31,1024,16384,32
329,329,569,10172,31,1024,16384,32
330,330,570,10284,31,1024,16384,32
331,331,538,9082,31,1024,16384,32
332,332,571,10224,31,1024,16384,32
333,333,570,10134,31,1024,16384,32
334,334,560,9902,31,1024,16384,32
335,335,540,9082,31,1024,16384,32
336,336,549,9552,31,1024,16384,32
337,337,543,9296,31,1024,16384,32
338,338,557,9714,31,1024,16384,32
339,339,563,10028,31,1024,16384,32
340,340,562,9852,31,1024,16384,32
341,341,560,9846,31,1024,16384,32
342,342,587,10712,31,1024,16384,32
343,343,566,9994,31,1024,16384,32
344,344,570,10062,31,1024,16384,32
345,345,544,9222,31,1024,16384,32
346,346,553,9492,31,1024,16384,32
347,347,555,9718,31,1024,16384,32
348,348,554,9514,31,1024,16384,32
349,349,552,9510,31,1024,16384,32
350,350,538,9180,31,1024,16384,32
351,351,566,9974,31,1024,16384,32
352,352,551,9484,31,1024,16384,32
353,353,563,9938,31,1024,16384,32
354,354,553,9668,31,1024,16384,32
355,355,571,10250,31,1024,16384,32
356,356,538,9116,31,1024,16384,32
357,357,528,8758,31,1024,16384,32
358,358,569,10214,31,1024,16384,32
359,359,548,9498,31,1024,16384,32
360,360,549,9430,31,1024,16384,32
361,361,575,10326,31,1024,16384,32
362,362,554,9570,31,1024,16384,32
363,363,559,9822,31,1024,16384,32
364,364,519,8370,31,1024,16384,32
365,365,550,9468,31,1024,16384,32
366,366,550,9418,31,1024,16384,32
367,367,565,10042,31,1024,16384,32
368,368,595,10994,31,1024,16384,32
369,369,559,9718,31,1024,16384,32
370,370,561,9878,31,1024,16384,32
371,371,538,9094,31,1024,16384,32
372,372,560,9794,31,1024,16384,32
373,373,561,9792,31,1024,16384,32
374,374,564,10048,31,1024,16384,32
375,375,564,9960,31,1024,16384,32
376,376,534,8926,31,1024,16384,32
377,377,554,9546,31,1024,16384,32
378,378,529,8796,31,1024,16384,32
379,379,535,9126,31,1024,16384,32
380,380,568,10090,31,1024,16384,32
381,381,584,10868,31,1024,16384,32
382,382,575,10282,31,1024,16384,32
383,383,547,9386,31,1024,16384,32
384,384,552,9592,31,1024,16384,32
385,385,543,9382,31,1024,16384,32
386,386,570,10088,31,1024,16384,32
387,387,572,10290,31,1024,16384,32
388,388,568,10076,31,1024,16384,32
389,389,515,8186,31,1024,8192,32
390,390,573,10330,31,1024,16384,32
391,391,557,9808,31,1024,16384,32
392,392,572,10134,31,1024,16384,32
393,393,539,9020,31,1024,16384,32
394,394,586,10800,31,1024,16384,32
395,395,550,9522,31,1024,16384,32
396,396,541,9190,31,1024,16384,32
397,397,553,9600,31,1024,16384,32
398,398,550,9456,31,1024,16384,32
399,399,558,9778,31,1024,16384,32
400,400,553,9566,31,1024,16384,32
401,401,592,10930,31,1024,16384,32
402,402,536,9026,31,1024,16384,32
403,403,533,8838,31,1024,16384,32
404,404,571,10176,31,1024,16384,32
405,405,588,10904,31,1024,16384,32
406,406,534,8940,31,1024,16384,32
407,407,547,9378,31,1024,16384,32
408,408,533,8914,31,1024,16384,32
409,409,557,9626,31,1024,16384,32
410,410,555,9706,31,1024,16384,32
411,411,563,9952,31,1024,16384,32
412,412,571,10132,31,1024,16384,32
413,413,558,9830,31,1024,16384,32
414,414,576,10410,31,1024,16384,32
415,415,550,9336,31,1024,16384,32
416,416,550,9434,31,1024,16384,32
417,417,553,9592,31,1024,16384,32
418,418,586,10810,31,1024,16384,32
419,419,563,9872,31,1024,16384,32
420,420,591,10874,31,1024,16384,32
421,421,579,10436,31,1024,16384,32
422,422,559,9706,31,1024,16384,32
423,423,565,9916,31,1024,16384,32
424,424,528,8688,31,1024,16384,32
425,425,535,8856,31,1024,16384,32
426,426,552,9556,31,1024,16384,32
427,427,542,9162,31,1024,16384,32
428,428,544,9156,31,1024,16384,32
429,429,592,11100,31,1024,16384,32
430,430,568,10074,31,1024,16384,32
431,431,540,9112,31,1024,16384,32
432,432,577,10488,31,1024,16384,32
433,433,551,9588,31,1024,16384,32
434,434,539,8984,31,1024,16384,32
435,435,523,8526,31,1024,16384,32
436,436,560,9822,31,1024,16384,32
437,437,586,10774,31,1024,16384,32
438,438,571,10228,31,1024,16384,32
439,439,555,9620,31,1024,16384,32
440,440,532,8806,31,1024,16384,32
441,441,573,10332,31,1024,16384,32
442,442,541,9152,31,1024,16384,32
443,443,574,10276,31,1024,16384,32
444,444,545,9254,31,1024,16384,32
445,445,545,9310,31,1024,16384,32
446,446,585,10698,31,1024,16384,32
447,447,585,10700,31,1024,16384,32
448,448,578,10374,31,1024,16384,32
449,449,543,9150,31,1024,16384,32
450,450,538,9062,31,1024,16384,32
451,451,554,9598,31,1024,16384,32
452,452,565,9990,31,1024,16384,32
453,453,542,9150,31,1024,16384,32
454,454,560,9736,31,1024,16384,32
455,455,535,8912,31,1024,16384,32
456,456,565,10134,31,1024,16384,32
457,457,518,8410,31,1024,16384,32
458,458,581,10648,31,1024,16384,32
459,459,560,9812,31,1024,16384,32
460,460,557,9666,31,1024,16384,32
461,461,541,9096,31,1024,16384,32
462,462,565,9950,31,1024,16384,32
463,463,523,8554,31,1024,16384,32
464,464,549,9462,31,1024,16384,32
465,465,551,9446,31,1024,16384,32
466,466,580,10598,31,1024,16384,32
467,467,567,10100,31,1024,16384,32
468,468,538,9192,31,1024,16384,32
469,469,558,9742,31,1024,16384,32
470,470,564,9900,31,1024,16384,32
471,471,567,10086,31,1024,16384,32
472,472,552,9614,31,1024,16384,32
473,473,575,10398,31,1024,16384,32
474,474,544,9400,31,1024,16384,32
475,475,567,10116,31,1024,16384,32
476,476,532,8894,31,1024,16384,32
477,477,535,8824,31,1024,16384,32
478,478,550,9426,31,1024,16384,32
479,479,569,10152,31,1024,16384,32
480,480,580,10424,31,1024,16384,32
481,481,547,9416,31,1024,16384,32
482,482,567,10014,31,1024,16384,32
483,483,595,11082,31,1024,16384,32
484,484,550,9382,31,1024,16384,32
485,485,537,8946,31,1024,16384,32
486,486,569,10110,31,1024,16384,32
487,487,539,9048,31,1024,16384,32
488,488,577,10466,31,1024,16384,32
489,489,543,9230,31,1024,16384,32
490,490,550,9450,31,1024,16384,32
491,491,552,9520,31,1024,16384,32
492,492,556,9628,31,1024,16384,32
493,493,589,10876,31,1024,16384,32
494,494,546,9308,31,1024,16384,32
495,495,568,10052,31,1024,16384,32
496,496,572,10226,31,1024,16384,32
497,497,557,9696,31,1024,16384,32
498,498,580,10536,31,1024,16384,32
499,499,561,9852,31,1024,16384,32
500,500,572,10174,31,1024,16384,32
501,501,543,9272,31,1024,16384,32
502,502,548,9404,31,1024,16384,32
503,503,550,9546,31,1024,16384,32
504,504,559,9826,31,1024,16384,32
505,505,549,9472,31,1024,16384,32
506,506,571,10172,31,1024,16384,32
507,507,550,9454,31,1024,16384,32
508,508,560,9758,31,1024,16384,32
509,509,575,10294,31,1024,16384,32
510,510,545,9210,31,1024,16384,32
511,511,543,9244,31,1024,16384,32
512,512,544,9270,31,1024,16384,32
513,513,541,9038,31,1024,16384,32
514,514,551,9592,31,1024,16384,32
515,515,542,9180,31,1024,16384,32
516,516,547,9270,31,1024,16384,32
517,517,564,9814,31,1024,16384,32
518,518,549,9414,31,1024,16384,32
519,519,551,9452,31,1024,16384,32
520,520,582,10658,31,1024,16384,32
521,521,567,10104,31,1024,16384,32
522,522,575,10310,31,1024,16384,32
523,523,591,10962,31,1024,16384,32
524,524,551,9482,31,1024,16384,32
525,525,559,9784,31,1024,16384,32
526,526,560,9814,31,1024,16384,32
527,527,556,9674,31,1024,16384,32
528,528,570,10076,31,1024,16384,32
529,529,537,8970,31,1024,16384,32
530,530,585,10792,31,1024,16384,32
531,531,567,10036,31,1024,16384,32
532,532,556,9726,31,1024,16384,32
533,533,554,9558,31,1024,16384,32
534,534,525,8632,31,1024,16384,32
535,535,526,8806,31,1024,16384,32
536,536,521,8448,31,1024,16384,32
537,537,581,10478,31,1024,16384,32
538,538,557,9708,31,1024,16384,32
539,539,578,10532,31,1024,16384,32
540,540,569,10260,31,1024,16384,32
541,541,560,9780,31,1024,16384,32
542,542,567,10068,31,1024,16384,32
543,543,549,9546,31,1024,16384,32
544,544,584,10690,31,1024,16384,32
545,545,584,10676,31,1024,16384,32
546,546,561,9818,31,1024,16384,32
547,547,539,9098,31,1024,16384,32
548,548,554,9590,31,1024,16384,32
549,549,562,9824,31,1024,16384,32
550,550,560,9842,31,1024,16384,32
551,551,541,9150,31,1024,16384,32
552,552,547,9368,31,1024,16384,32
553,553,531,8818,31,1024,16384,32
554,554,563,10008,31,1024,16384,32
555,555,561,9780,31,1024,16384,32
556,556,567,9936,31,1024,16384,32
557,557,582,10554,31,1024,16384,32
558,558,572,10268,31,1024,16384,32
559,559,549,9498,31,1024,16384,32
560,560,565,9978,31,1024,16384,32
561,561,557,9736,31,1024,16384,32
562,562,541,9142,31,1024,16384,32
563,563,560,9744,31,1024,16384,32
564,564,541,9172,31,1024,16384,32
565,565,550,9434,31,1024,16384,32
566,566,552,9670,31,1024,16384,32
567,567,557,9678,31,1024,16384,32
568,568,554,9646,31,1024,16384,32
569,569,564,9814,31,1024,16384,32
570,570,542,9162,31,1024,16384,32
571,571,550,9448,31,1024,16384,32
572,572,555,9610,31,1024,16384,32
573,573,562,9900,31,1024,16384,32
574,574,572,10370,31,1024,16384,32
575,575,547,9278,31,1024,16384,32
576,576,546,9342,31,1024,16384,32
577,577,553,9448,31,1024,16384,32
578,578,553,9598,31,1024,16384,32
579,579,540,9128,31,1024,16384,32
580,580,545,9302,31,1024,16384,32
581,581,566,10112,31,1024,16384,32
582,582,556,9776,31,1024,16384,32
583,583,556,9732,31,1024,16384,32
584,584,555,9646,31,1024,16384,32
585,585,588,10754,31,1024,16384,32
586,586,562,9862,31,1024,16384,32
587,587,588,10866,31,1024,16384,32
588,588,559,9910,31,1024,16384,32
589,589,546,9288,31,1024,16384,32
590,590,575,10474,31,1024,16384,32
591,591,535,9062,31,1024,16384,32
592,592,529,8786,31,1024,16384,32
593,593,584,10636,31,1024,16384,32
594,594,548,9358,31,1024,16384,32
595,595,548,9380,31,1024,16384,32
596,596,570,10250,31,1024,16384,32
597,597,556,9668,31,1024,16384,32
598,598,559,9862,31,1024,16384,32
599,599,547,9388,31,1024,16384,32
600,600,546,9354,31,1024,16384,32
601,601,555,9570,31,1024,16384,32
602,602,554,9676,31,1024,16384,32
603,603,571,10216,31,1024,16384,32
604,604,553,9554,31,1024,16384,32
605,605,549,9432,31,1024,16384,32
606,606,544,9314,31,1024,16384,32
607,607,578,10426,31,1024,16384,32
608,608,577,10424,31,1024,16384,32
609,609,580,10552,31,1024,16384,32
610,610,551,9520,31,1024,16384,32
611,611,554,9708,31,1024,16384,32
612,612,562,10022,31,1024,16384,32
613,613,541,9204,31,1024,16384,32
614,614,563,9970,31,1024,16384,32
615,615,562,9886,31,1024,16384,32
616,616,546,9206,31,1024,16384,32
617,617,526,8704,31,1024,16384,32
618,618,565,9982,31,1024,16384,32
619,619,561,9850,31,1024,16384,32
620,620,526,8610,31,1024,16384,32
621,621,572,10236,31,1024,16384,32
622,622,579,10460,31,1024,16384,32
623,623,559,9646,31,1024,16384,32
624,624,555,9534,31,1024,16384,32
625,625,557,9646,31,1024,16384,32
626,626,536,9140,31,1024,16384,32
627,627,564,9954,31,1024,16384,32
628,628,534,8846,31,1024,16384,32
629,629,588,10846,31,1024,16384,32
630,630,551,9454,31,1024,16384,32
631,631,573,10214,31,1024,16384,32
632,632,538,9170,31,1024,16384,32
633,633,556,9762,31,1024,16384,32
634,634,582,10638,31,1024,16384,32
635,635,550,9464,31,1024,16384,32
636,636,557,9592,31,1024,16384,32
637,637,536,9042,31,1024,16384,32
638,638,586,10694,31,1024,16384,32
639,639,565,9972,31,1024,16384,32
640,640,562,9868,31,1024,16384,32
641,641,563,10002,31,1024,16384,32
642,642,572,10324,31,1024,16384,32
643,643,575,10294,31,1024,16384,32
644,644,548,9406,31,1024,16384,32
645,645,563,10042,31,1024,16384,32
646,646,544,9268,31,1024,16384,32
647,647,575,10332,31,1024,16384,32
648,648,570,10270,31,1024,16384,32
649,649,566,10004,31,1024,16384,32
650,650,561,9762,31,1024,16384,32
651,651,584,10826,31,1024,16384,32
652,652,559,9790,31,1024,16384,32
653,653,540,9086,31,1024,16384,32
654,654,547,9280,31,1024,16384,32
655,655,604,11464,31,1024,16384,32
656,656,554,9482,31,1024,16384,32
657,657,552,9818,31,1024,16384,32
658,658,551,9442,31,1024,16384,32
659,659,575,10332,31,1024,16384,32
660,660,575,10394,31,1024,16384,32
661,661,536,8978,31,1024,16384,32
662,662,535,9114,31,1024,16384,32
663,663,529,8850,31,1024,16384,32
664,664,560,9864,31,1024,16384,32
665,665,557,9768,31,1024,16384,32
666,666,539,8998,31,1024,16384,32
667,667,549,9490,31,1024,16384,32
668,668,590,10894,31,1024,16384,32
669,669,574,10182,31,1024,16384,32
670,670,568,10134,31,1024,16384,32
671,671,555,9696,31,1024,16384,32
672,672,559,9822,31,1024,16384,32
673,673,533,8900,31,1024,16384,32
674,674,577,10326,31,1024,16384,32
675,675,541,9146,31,1024,16384,32
676,676,552,9480,31,1024,16384,32
677,677,577,10400,31,1024,16384,32
678,678,518,8460,31,1024,16384,32
679,679,541,9114,31,1024,16384,32
680,680,542,9112,31,1024,16384,32
681,681,585,10814,31,1024,16384,32
682,682,534,8872,31,1024,16384,32
683,683,543,9198,31,1024,16384,32
684,684,570,10304,31,1024,16384,32
685,685,560,9924,31,1024,16384,32
686,686,554,9742,31,1024,16384,32
687,687,546,9288,31,1024,16384,32
688,688,576,10402,31,1024,16384,32
689,689,565,10048,31,1024,16384,32
690,690,571,10246,31,1024,16384,32
691,691,556,9658,31,1024,16384,32
692,692,532,8794,31,1024,16384,32
693,693,552,9486,31,1024,16384,32
694,694,563,9984,31,1024,16384,32
695,695,556,9626,31,1024,16384,32
696,696,536,9062,31,1024,16384,32
697,697,563,9888,31,1024,16384,32
698,698,550,9430,31,1024,16384,32
699,699,553,9556,31,1024,16384,32
700,700,541,9188,31,1024,16384,32
701,701,566,10006,31,1024,16384,32
702,702,584,10734,31,1024,16384,32
703,703,564,9950,31,1024,16384,32
704,704,572,10242,31,1024,16384,32
705,705,570,10252,31,1024,16384,32
706,706,565,9962,31,1024,16384,32
707,707,537,9050,31,1024,16384,32
708,708,542,9138,31,1024,16384,32
709,709,573,10330,31,1024,16384,32
710,710,557,9610,31,1024,16384,32
711,711,570,10136,31,1024,16384,32
712,712,566,10028,31,1024,16384,32
713,713,546,9312,31,1024,16384,32
714,714,542,9214,31,1024,16384,32
715,715,574,10242,31,1024,16384,32
716,716,569,10038,31,1024,16384,32
717,717,581,10466,31,1024,16384,32
718,718,557,9794,31,1024,16384,32
719,719,554,9698,31,1024,16384,32
720,720,535,8952,31,1024,16384,32
721,721,566,10060,31,1024,16384,32
722,722,562,9748,31,1024,16384,32
723,723,543,9256,31,1024,16384,32
724,724,539,9124,31,1024,16384,32
725,725,580,10524,31,1024,16384,32
726,726,550,9506,31,1024,16384,32
727,727,581,10510,31,1024,16384,32
728,728,536,9088,31,1024,16384,32
729,729,573,10306,31,1024,16384,32
